thisN,thisTrialN,thisRepN,R1.numClicks,R1.timesOn,R1.timesOff,R2.numClicks,R2.timesOn,R2.timesOff,R3.numClicks,R3.timesOn,R3.timesOff,R4.numClicks,R4.timesOn,R4.timesOff,R5.numClicks,R5.timesOn,R5.timesOff,R6.numClicks,R6.timesOn,R6.timesOff,R7.numClicks,R7.timesOn,R7.timesOff,R8.numClicks,R8.timesOn,R8.timesOff,B1.numClicks,B1.timesOn,B1.timesOff,B2.numClicks,B2.timesOn,B2.timesOff,B3.numClicks,B3.timesOn,B3.timesOff,B4.numClicks,B4.timesOn,B4.timesOff,B5.numClicks,B5.timesOn,B5.timesOff,B6.numClicks,B6.timesOn,B6.timesOff,B7.numClicks,B7.timesOn,B7.timesOff,B8.numClicks,B8.timesOn,B8.timesOff,V1.numClicks,V1.timesOn,V1.timesOff,V2.numClicks,V2.timesOn,V2.timesOff,V3.numClicks,V3.timesOn,V3.timesOff,V4.numClicks,V4.timesOn,V4.timesOff,V5.numClicks,V5.timesOn,V5.timesOff,V6.numClicks,V6.timesOn,V6.timesOff,V7.numClicks,V7.timesOn,V7.timesOff,V8.numClicks,V8.timesOn,V8.timesOff,J1.numClicks,J1.timesOn,J1.timesOff,J2.numClicks,J2.timesOn,J2.timesOff,J3.numClicks,J3.timesOn,J3.timesOff,J4.numClicks,J4.timesOn,J4.timesOff,J5.numClicks,J5.timesOn,J5.timesOff,J6.numClicks,J6.timesOn,J6.timesOff,J7.numClicks,J7.timesOn,J7.timesOff,J8.numClicks,J8.timesOn,J8.timesOff,Pasdeffort.numClicks,Pasdeffort.timesOn,Pasdeffort.timesOff,__1.numClicks,__1.timesOn,__1.timesOff,Trespeudeffort.numClicks,Trespeudeffort.timesOn,Trespeudeffort.timesOff,__2.numClicks,__2.timesOn,__2.timesOff,Peudeffort.numClicks,Peudeffort.timesOn,Peudeffort.timesOff,__3.numClicks,__3.timesOn,__3.timesOff,Effortmodere.numClicks,Effortmodere.timesOn,Effortmodere.timesOff,__4.numClicks,__4.timesOn,__4.timesOff,Effortconsiderable.numClicks,Effortconsiderable.timesOn,Effortconsiderable.timesOff,__5.numClicks,__5.timesOn,__5.timesOff,Beaucoupdeffort.numClicks,Beaucoupdeffort.timesOn,Beaucoupdeffort.timesOff,Quedubruit.numClicks,Quedubruit.timesOn,Quedubruit.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,piloting,trial.started,text_instruction.started,R1.started,R2.started,R3.started,R4.started,R5.started,R6.started,R7.started,R8.started,B1.started,B2.started,B3.started,B4.started,B5.started,B6.started,B7.started,B8.started,V1.started,V2.started,V3.started,V4.started,V5.started,V6.started,V7.started,V8.started,J1.started,J2.started,J3.started,J4.started,J5.started,J6.started,J7.started,J8.started,sound_1.started,text_instruction.stopped,sound_1.stopped,trial.stopped,trials.R1.numClicks,trials.R1.timesOn,trials.R1.timesOff,trials.R2.numClicks,trials.R2.timesOn,trials.R2.timesOff,trials.R3.numClicks,trials.R3.timesOn,trials.R3.timesOff,trials.R4.numClicks,trials.R4.timesOn,trials.R4.timesOff,trials.R5.numClicks,trials.R5.timesOn,trials.R5.timesOff,trials.R6.numClicks,trials.R6.timesOn,trials.R6.timesOff,trials.R7.numClicks,trials.R7.timesOn,trials.R7.timesOff,trials.R8.numClicks,trials.R8.timesOn,trials.R8.timesOff,trials.B1.numClicks,trials.B1.timesOn,trials.B1.timesOff,trials.B2.numClicks,trials.B2.timesOn,trials.B2.timesOff,trials.B3.numClicks,trials.B3.timesOn,trials.B3.timesOff,trials.B4.numClicks,trials.B4.timesOn,trials.B4.timesOff,trials.B5.numClicks,trials.B5.timesOn,trials.B5.timesOff,trials.B6.numClicks,trials.B6.timesOn,trials.B6.timesOff,trials.B7.numClicks,trials.B7.timesOn,trials.B7.timesOff,trials.B8.numClicks,trials.B8.timesOn,trials.B8.timesOff,trials.V1.numClicks,trials.V1.timesOn,trials.V1.timesOff,trials.V2.numClicks,trials.V2.timesOn,trials.V2.timesOff,trials.V3.numClicks,trials.V3.timesOn,trials.V3.timesOff,trials.V4.numClicks,trials.V4.timesOn,trials.V4.timesOff,trials.V5.numClicks,trials.V5.timesOn,trials.V5.timesOff,trials.V6.numClicks,trials.V6.timesOn,trials.V6.timesOff,trials.V7.numClicks,trials.V7.timesOn,trials.V7.timesOff,trials.V8.numClicks,trials.V8.timesOn,trials.V8.timesOff,trials.J1.numClicks,trials.J1.timesOn,trials.J1.timesOff,trials.J2.numClicks,trials.J2.timesOn,trials.J2.timesOff,trials.J3.numClicks,trials.J3.timesOn,trials.J3.timesOff,trials.J4.numClicks,trials.J4.timesOn,trials.J4.timesOff,trials.J5.numClicks,trials.J5.timesOn,trials.J5.timesOff,trials.J6.numClicks,trials.J6.timesOn,trials.J6.timesOff,trials.J7.numClicks,trials.J7.timesOn,trials.J7.timesOff,trials.J8.numClicks,trials.J8.timesOn,trials.J8.timesOff,escu.started,Pasdeffort.started,__1.started,Trespeudeffort.started,__2.started,Peudeffort.started,__3.started,Effortmodere.started,__4.started,Effortconsiderable.started,__5.started,Beaucoupdeffort.started,Quedubruit.started,escu.stopped,trials.Pasdeffort.numClicks,trials.Pasdeffort.timesOn,trials.Pasdeffort.timesOff,trials.__1.numClicks,trials.__1.timesOn,trials.__1.timesOff,trials.Trespeudeffort.numClicks,trials.Trespeudeffort.timesOn,trials.Trespeudeffort.timesOff,trials.__2.numClicks,trials.__2.timesOn,trials.__2.timesOff,trials.Peudeffort.numClicks,trials.Peudeffort.timesOn,trials.Peudeffort.timesOff,trials.__3.numClicks,trials.__3.timesOn,trials.__3.timesOff,trials.Effortmodere.numClicks,trials.Effortmodere.timesOn,trials.Effortmodere.timesOff,trials.__4.numClicks,trials.__4.timesOn,trials.__4.timesOff,trials.Effortconsiderable.numClicks,trials.Effortconsiderable.timesOn,trials.Effortconsiderable.timesOff,trials.__5.numClicks,trials.__5.timesOn,trials.__5.timesOff,trials.Beaucoupdeffort.numClicks,trials.Beaucoupdeffort.timesOn,trials.Beaucoupdeffort.timesOff,trials.Quedubruit.numClicks,trials.Quedubruit.timesOn,trials.Quedubruit.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,0,10,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.11929350020363927],[0.11929760011844337],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.1711852999869734],[0.1711917999200523],0,,,0,,,10,0,10,0,8.022124899784103,,,7.994987299898639,8.022124899784103,8.022124899784103,8.022124899784103,8.022124899784103,8.022124899784103,8.022124899784103,8.022124899784103,8.022124899784103,8.022124899784103,8.022124899784103,8.022124899784103,8.022124899784103,8.022124899784103,8.022124899784103,8.022124899784103,8.022124899784103,8.022124899784103,8.022124899784103,8.022124899784103,8.022124899784103,8.022124899784103,8.022124899784103,8.022124899784103,8.022124899784103,8.022124899784103,8.022124899784103,8.022124899784103,8.022124899784103,8.022124899784103,8.022124899784103,8.022124899784103,8.022124899784103,8.022124899784103,8.006720066598307,,,8.143030899809673,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.11929350020363927],[0.11929760011844337],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,8.153512299992144,8.172284699976444,8.172284699976444,8.172284699976444,8.172284699976444,8.172284699976444,8.172284699976444,8.172284699976444,8.172284699976444,8.172284699976444,8.172284699976444,8.172284699976444,8.172284699976444,8.343890299787745,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.1711852999869734],[0.1711917999200523],0,,,0,,,pilot,001,2026-07-07_11h52.20.460,CRM_Spat,,2026.1.3,60.145745131067876,2026-07-07 11h52.22.031353 +0200,
11,0,11,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.07332100020721555],[0.07332990015856922],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.10359670012257993],[0.10360260005109012],0,,,0,,,11,0,11,0,8.38928629993461,,,8.346730699995533,8.38928629993461,8.38928629993461,8.38928629993461,8.38928629993461,8.38928629993461,8.38928629993461,8.38928629993461,8.38928629993461,8.38928629993461,8.38928629993461,8.38928629993461,8.38928629993461,8.38928629993461,8.38928629993461,8.38928629993461,8.38928629993461,8.38928629993461,8.38928629993461,8.38928629993461,8.38928629993461,8.38928629993461,8.38928629993461,8.38928629993461,8.38928629993461,8.38928629993461,8.38928629993461,8.38928629993461,8.38928629993461,8.38928629993461,8.38928629993461,8.38928629993461,8.38928629993461,8.38928629993461,8.355907766443368,,,8.465219899779186,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.07332100020721555],[0.07332990015856922],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,8.48499029991217,8.505649199942127,8.505649199942127,8.505649199942127,8.505649199942127,8.505649199942127,8.505649199942127,8.505649199942127,8.505649199942127,8.505649199942127,8.505649199942127,8.505649199942127,8.505649199942127,8.609597199829295,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.10359670012257993],[0.10360260005109012],0,,,0,,,pilot,001,2026-07-07_11h52.20.460,CRM_Spat,,2026.1.3,60.145745131067876,2026-07-07 11h52.22.031353 +0200,
12,0,12,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.13540620007552207],[0.13541080011054873],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.4878199000377208],[0.48782620020210743],0,,,0,,,12,0,12,0,8.655869799898937,,,8.613296599825844,8.655869799898937,8.655869799898937,8.655869799898937,8.655869799898937,8.655869799898937,8.655869799898937,8.655869799898937,8.655869799898937,8.655869799898937,8.655869799898937,8.655869799898937,8.655869799898937,8.655869799898937,8.655869799898937,8.655869799898937,8.655869799898937,8.655869799898937,8.655869799898937,8.655869799898937,8.655869799898937,8.655869799898937,8.655869799898937,8.655869799898937,8.655869799898937,8.655869799898937,8.655869799898937,8.655869799898937,8.655869799898937,8.655869799898937,8.655869799898937,8.655869799898937,8.655869799898937,8.655869799898937,8.62236586661699,,,8.792838599998504,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.13540620007552207],[0.13541080011054873],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,8.804823399987072,8.822350499918684,8.822350499918684,8.822350499918684,8.822350499918684,8.822350499918684,8.822350499918684,8.822350499918684,8.822350499918684,8.822350499918684,8.822350499918684,8.822350499918684,8.822350499918684,9.310774999903515,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.4878199000377208],[0.48782620020210743],0,,,0,,,pilot,001,2026-07-07_11h52.20.460,CRM_Spat,,2026.1.3,60.145745131067876,2026-07-07 11h52.22.031353 +0200,
13,0,13,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.3024782999418676],[0.30248249997384846],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.13734480016864836],[0.13734990009106696],0,,,0,,,13,0,13,0,9.355948999989778,,,9.313151399837807,9.355948999989778,9.355948999989778,9.355948999989778,9.355948999989778,9.355948999989778,9.355948999989778,9.355948999989778,9.355948999989778,9.355948999989778,9.355948999989778,9.355948999989778,9.355948999989778,9.355948999989778,9.355948999989778,9.355948999989778,9.355948999989778,9.355948999989778,9.355948999989778,9.355948999989778,9.355948999989778,9.355948999989778,9.355948999989778,9.355948999989778,9.355948999989778,9.355948999989778,9.355948999989778,9.355948999989778,9.355948999989778,9.355948999989778,9.355948999989778,9.355948999989778,9.355948999989778,9.355948999989778,9.323096866548683,,,9.659987399820238,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.3024782999418676],[0.30248249997384846],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9.674933699890971,9.688928699819371,9.688928699819371,9.688928699819371,9.688928699819371,9.688928699819371,9.688928699819371,9.688928699819371,9.688928699819371,9.688928699819371,9.688928699819371,9.688928699819371,9.688928699819371,9.82665740000084,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.13734480016864836],[0.13734990009106696],0,,,0,,,pilot,001,2026-07-07_11h52.20.460,CRM_Spat,,2026.1.3,60.145745131067876,2026-07-07 11h52.22.031353 +0200,
14,0,14,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.135637299856171],[0.13564380002208054],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.10264730011112988],[0.10265170014463365],0,,,0,,,14,0,14,0,9.873538399813697,,,9.829469199990854,9.873538399813697,9.873538399813697,9.873538399813697,9.873538399813697,9.873538399813697,9.873538399813697,9.873538399813697,9.873538399813697,9.873538399813697,9.873538399813697,9.873538399813697,9.873538399813697,9.873538399813697,9.873538399813697,9.873538399813697,9.873538399813697,9.873538399813697,9.873538399813697,9.873538399813697,9.873538399813697,9.873538399813697,9.873538399813697,9.873538399813697,9.873538399813697,9.873538399813697,9.873538399813697,9.873538399813697,9.873538399813697,9.873538399813697,9.873538399813697,9.873538399813697,9.873538399813697,9.873538399813697,9.839485466542344,,,10.011347699910402,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.135637299856171],[0.13564380002208054],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,10.02510099997744,10.055611699819565,10.055611699819565,10.055611699819565,10.055611699819565,10.055611699819565,10.055611699819565,10.055611699819565,10.055611699819565,10.055611699819565,10.055611699819565,10.055611699819565,10.055611699819565,10.158606599783525,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.10264730011112988],[0.10265170014463365],0,,,0,,,pilot,001,2026-07-07_11h52.20.460,CRM_Spat,,2026.1.3,60.145745131067876,2026-07-07 11h52.22.031353 +0200,
15,0,15,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.12224450008943677],[0.12225100002251565],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.11989800003357232],[0.11990380007773638],0,,,0,,,15,0,15,0,10.205513599794358,,,10.161066599888727,10.205513599794358,10.205513599794358,10.205513599794358,10.205513599794358,10.205513599794358,10.205513599794358,10.205513599794358,10.205513599794358,10.205513599794358,10.205513599794358,10.205513599794358,10.205513599794358,10.205513599794358,10.205513599794358,10.205513599794358,10.205513599794358,10.205513599794358,10.205513599794358,10.205513599794358,10.205513599794358,10.205513599794358,10.205513599794358,10.205513599794358,10.205513599794358,10.205513599794358,10.205513599794358,10.205513599794358,10.205513599794358,10.205513599794358,10.205513599794358,10.205513599794358,10.205513599794358,10.205513599794358,10.172223166624706,,,10.329767799936235,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.12224450008943677],[0.12225100002251565],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,10.342203799868003,10.37298749992624,10.37298749992624,10.37298749992624,10.37298749992624,10.37298749992624,10.37298749992624,10.37298749992624,10.37298749992624,10.37298749992624,10.37298749992624,10.37298749992624,10.37298749992624,10.49332969984971,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.11989800003357232],[0.11990380007773638],0,,,0,,,pilot,001,2026-07-07_11h52.20.460,CRM_Spat,,2026.1.3,60.145745131067876,2026-07-07 11h52.22.031353 +0200,
16,0,16,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.15224110009148717],[0.15224560000933707],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.12016270007006824],[0.12016759999096394],0,,,0,,,16,0,16,0,10.539426099974662,,,10.49569629994221,10.539426099974662,10.539426099974662,10.539426099974662,10.539426099974662,10.539426099974662,10.539426099974662,10.539426099974662,10.539426099974662,10.539426099974662,10.539426099974662,10.539426099974662,10.539426099974662,10.539426099974662,10.539426099974662,10.539426099974662,10.539426099974662,10.539426099974662,10.539426099974662,10.539426099974662,10.539426099974662,10.539426099974662,10.539426099974662,10.539426099974662,10.539426099974662,10.539426099974662,10.539426099974662,10.539426099974662,10.539426099974662,10.539426099974662,10.539426099974662,10.539426099974662,10.539426099974662,10.539426099974662,10.505770766471203,,,10.693233900004998,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.15224110009148717],[0.15224560000933707],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,10.711862999945879,10.73896889993921,10.73896889993921,10.73896889993921,10.73896889993921,10.73896889993921,10.73896889993921,10.73896889993921,10.73896889993921,10.73896889993921,10.73896889993921,10.73896889993921,10.73896889993921,10.859506299952045,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.12016270007006824],[0.12016759999096394],0,,,0,,,pilot,001,2026-07-07_11h52.20.460,CRM_Spat,,2026.1.3,60.145745131067876,2026-07-07 11h52.22.031353 +0200,
17,0,17,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.15227099996991456],[0.15227520000189543],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.12008140003308654],[0.12008600006811321],0,,,0,,,17,0,17,0,10.888819799991325,,,10.861906599951908,10.888819799991325,10.888819799991325,10.888819799991325,10.888819799991325,10.888819799991325,10.888819799991325,10.888819799991325,10.888819799991325,10.888819799991325,10.888819799991325,10.888819799991325,10.888819799991325,10.888819799991325,10.888819799991325,10.888819799991325,10.888819799991325,10.888819799991325,10.888819799991325,10.888819799991325,10.888819799991325,10.888819799991325,10.888819799991325,10.888819799991325,10.888819799991325,10.888819799991325,10.888819799991325,10.888819799991325,10.888819799991325,10.888819799991325,10.888819799991325,10.888819799991325,10.888819799991325,10.888819799991325,10.872682766585301,,,11.042592599987984,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.15227099996991456],[0.15227520000189543],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,11.05391849996522,11.07206829986535,11.07206829986535,11.07206829986535,11.07206829986535,11.07206829986535,11.07206829986535,11.07206829986535,11.07206829986535,11.07206829986535,11.07206829986535,11.07206829986535,11.07206829986535,11.192505199927837,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.12008140003308654],[0.12008600006811321],0,,,0,,,pilot,001,2026-07-07_11h52.20.460,CRM_Spat,,2026.1.3,60.145745131067876,2026-07-07 11h52.22.031353 +0200,
18,0,18,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.3558493999298662],[0.3558567001018673],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.11910980008542538],[0.11911369999870658],0,,,0,,,18,0,18,0,11.22280289977789,,,11.194888399913907,11.22280289977789,11.22280289977789,11.22280289977789,11.22280289977789,11.22280289977789,11.22280289977789,11.22280289977789,11.22280289977789,11.22280289977789,11.22280289977789,11.22280289977789,11.22280289977789,11.22280289977789,11.22280289977789,11.22280289977789,11.22280289977789,11.22280289977789,11.22280289977789,11.22280289977789,11.22280289977789,11.22280289977789,11.22280289977789,11.22280289977789,11.22280289977789,11.22280289977789,11.22280289977789,11.22280289977789,11.22280289977789,11.22280289977789,11.22280289977789,11.22280289977789,11.22280289977789,11.22280289977789,11.206599666566278,,,11.58189809997566,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.3558493999298662],[0.3558567001018673],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,11.596097899833694,11.622570199891925,11.622570199891925,11.622570199891925,11.622570199891925,11.622570199891925,11.622570199891925,11.622570199891925,11.622570199891925,11.622570199891925,11.622570199891925,11.622570199891925,11.622570199891925,11.742160799913108,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.11910980008542538],[0.11911369999870658],0,,,0,,,pilot,001,2026-07-07_11h52.20.460,CRM_Spat,,2026.1.3,60.145745131067876,2026-07-07 11h52.22.031353 +0200,
19,0,19,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.35275990003719926],[0.35276459995657206],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.12100669997744262],[0.12101610004901886],0,,,0,,,19,0,19,0,11.771934299962595,,,11.744486199924722,11.771934299962595,11.771934299962595,11.771934299962595,11.771934299962595,11.771934299962595,11.771934299962595,11.771934299962595,11.771934299962595,11.771934299962595,11.771934299962595,11.771934299962595,11.771934299962595,11.771934299962595,11.771934299962595,11.771934299962595,11.771934299962595,11.771934299962595,11.771934299962595,11.771934299962595,11.771934299962595,11.771934299962595,11.771934299962595,11.771934299962595,11.771934299962595,11.771934299962595,11.771934299962595,11.771934299962595,11.771934299962595,11.771934299962595,11.771934299962595,11.771934299962595,11.771934299962595,11.771934299962595,11.756197166458394,,,12.126339699840173,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.35275990003719926],[0.35276459995657206],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,12.145579299889505,12.17211059993133,12.17211059993133,12.17211059993133,12.17211059993133,12.17211059993133,12.17211059993133,12.17211059993133,12.17211059993133,12.17211059993133,12.17211059993133,12.17211059993133,12.17211059993133,12.293702899944037,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.12100669997744262],[0.12101610004901886],0,,,0,,,pilot,001,2026-07-07_11h52.20.460,CRM_Spat,,2026.1.3,60.145745131067876,2026-07-07 11h52.22.031353 +0200,
20,0,20,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.13463929994031787],[0.13464369997382164],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.15254070004448295],[0.15254530007950962],0,,,0,,,20,0,20,0,12.339474599808455,,,12.296861299779266,12.339474599808455,12.339474599808455,12.339474599808455,12.339474599808455,12.339474599808455,12.339474599808455,12.339474599808455,12.339474599808455,12.339474599808455,12.339474599808455,12.339474599808455,12.339474599808455,12.339474599808455,12.339474599808455,12.339474599808455,12.339474599808455,12.339474599808455,12.339474599808455,12.339474599808455,12.339474599808455,12.339474599808455,12.339474599808455,12.339474599808455,12.339474599808455,12.339474599808455,12.339474599808455,12.339474599808455,12.339474599808455,12.339474599808455,12.339474599808455,12.339474599808455,12.339474599808455,12.339474599808455,12.305807366563629,,,12.475628399988636,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.13463929994031787],[0.13464369997382164],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,12.494862699881196,12.522657199995592,12.522657199995592,12.522657199995592,12.522657199995592,12.522657199995592,12.522657199995592,12.522657199995592,12.522657199995592,12.522657199995592,12.522657199995592,12.522657199995592,12.522657199995592,12.675716599915177,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[0.15254070004448295],[0.15254530007950962],0,,,0,,,pilot,001,2026-07-07_11h52.20.460,CRM_Spat,,2026.1.3,60.145745131067876,2026-07-07 11h52.22.031353 +0200,
